date,avg_price,인스타_좋아요수,인스타_댓글수,블로그_긍정수,블로그_전체수,블로그_부정수,뉴스_긍정수,뉴스_전체수,뉴스_부정수,검색트렌드,기온,강수량,습도,풍속,구름량,날씨_코드,월,요일,계절,유튜브_조회수,유튜브_좋아요수,유튜브_댓글수,유튜브_긍정수,유튜브_부정수
2024-06-04,224400,216.2090909,20.68181818,2.227272727,3.136363636,0.909090909,0,0,0,0.418017941,0.825362542,0,0.295578437,0.193946188,0.052916667,0,6,1,3,0,0,0,0,0
2024-06-05,231054.0541,111.9181818,10.68181818,3.2,3.836363636,0.636363636,0,0,0,0.387387307,0.857348555,0,0.362810418,0.100736707,0.240416667,1,6,2,3,0,0,0,0,0
2024-06-06,222333.3333,70.65454545,6.254545455,1.509090909,1.918181818,0.409090909,0,0,0,0.385585517,0.858685591,0.002680965,0.459115687,0.085522101,0.221666667,1,6,3,3,0,0,0,0,0
2024-06-07,220146.3415,27.77272727,4.5,1.990909091,2.2,0.209090909,0,0,0,0.396396359,0.822379924,0,0.53361599,0.099935939,0.454583333,1,6,4,3,0,0,0,0,0
2024-06-08,219891.8919,13.97272727,2.281818182,0.936363636,1.045454545,0.109090909,0,0,0,0.365765724,0.781240358,0.211796247,0.777104785,0.142857143,0.58,51,6,5,3,0,0,0,0,0
2024-06-09,219513.5135,8.436363636,1.4,1.572727273,3.627272727,2.054545455,0,0,0,0.54054048,0.815694744,0,0.692307692,0.109224856,0.437083333,1,6,6,3,0,0,0,0,0
2024-06-10,228107.6923,3,0.454545455,2.7,4.463636364,1.763636364,0,0,0,0.54054048,0.855291577,0,0.670502726,0.202594491,0.114583333,0,6,0,3,0,0,0,0,0
2024-06-11,227654.5455,280.8181818,21.27272727,2.163636364,3.072727273,0.909090909,0,0,0,0.452252258,0.87010182,0,0.663234403,0.223894939,0.370833333,1,6,1,3,0,0,0,0,0
2024-06-12,224953.4884,1400.727273,37.68181818,1.172727273,3.809090909,2.636363636,0,0,0,0.392792779,0.875141417,0,0.532404603,0.188821268,0.212916667,0,6,2,3,0,0,0,0,0
2024-06-13,226482.1429,575.6181818,21.66363636,2.754545455,4.845454545,2.090909091,0,0,0,0.398198149,0.910727142,0,0.460932768,0.151665599,0.074583333,0,6,3,3,0,0,0,0,0
2024-06-14,224714.2857,414.9272727,13.83636364,5.154545455,7.245454545,2.090909091,0,0,0,0.347747722,0.918749357,0,0.495457299,0.189942345,0.259583333,1,6,4,3,0,0,0,0,0
2024-06-15,224636.3636,268.9090909,8.727272727,2.209090909,3.309090909,1.1,0,0,0,0.320720667,0.862902396,0.096514745,0.755905512,0.179212044,0.714166667,51,6,5,3,594,6,0,0,0
2024-06-16,225166.6667,135.6818182,4.590909091,1.572727273,4.272727273,2.7,0,0,0,0.445044996,0.852926052,0.001340483,0.597819503,0.294843049,0.056666667,0,6,6,3,74700,1362.181818,170,101,68
2024-06-17,228425,376.1090909,15.39090909,1.972727273,3.081818182,1.109090909,0,0,0,0.421621623,0.852823203,0,0.507571169,0.230621397,0.20375,1,6,0,3,27286.09091,497.1818182,62.81818182,37.72727273,24.72727273
2024-06-18,224520,422.3636364,22.15454545,1.836363636,2.572727273,0.736363636,0,0,0,0.452252258,0.882752237,0,0.572380376,0.185938501,0.005416667,0,6,1,3,20436,372.3636364,46.72727273,27.90909091,18.54545455
2024-06-19,223476.1905,205.9,10.04545455,1.872727273,3.345454545,1.472727273,0,0,0,0.353153092,0.949398334,0,0.497274379,0.124439462,0.164166667,0,6,2,3,13607.18182,248.0909091,31.18181818,18.63636364,12.36363636
2024-06-20,224821.4286,971.6727273,6.818181818,0.963636364,1.554545455,0.590909091,0,0,0,0.356756672,0.975007714,0,0.348273773,0.158712364,0.155,0,6,3,3,6805.363636,124.0909091,15.63636364,9.363636364,6.181818182
2024-06-21,221962.963,386,4.090909091,3.618181818,4,0.381818182,0,0,0,0.329729719,0.954746477,0,0.396123561,0.151345291,0.2825,1,6,4,3,3405.381818,62.07272727,7.818181818,4.681818182,3.090909091
2024-06-22,223400,269.1363636,2.045454545,1.409090909,3.645454545,2.236363636,0,0,0,0.362162144,0.878226885,0.352546917,0.808600848,0.17392697,0.851666667,3,6,5,3,6872.954545,109.2454545,17.68181818,10.8,5.854545455
2024-06-23,229454.5455,546.5090909,102.0818182,1.981818182,3.836363636,1.854545455,0,0,0,0.374774776,0.895094107,0.096514745,0.812235009,0.244074311,0.665,3,6,6,3,3111.318182,50.93636364,7.845454545,4.772727273,2.690909091
2024-06-24,227885.7143,329.2818182,37.4,1,3.954545455,2.954545455,0,0,0,0.358558564,0.861771058,0.148793566,0.751059964,0.388853299,0.48375,1,6,0,3,33542.70909,549.6545455,17.56363636,15.2,2.090909091
2024-06-25,232512.8205,182.7090909,27.83636364,1.590909091,2.981818182,1.390909091,0,0,0,0.383783727,0.81898591,0.013404826,0.646880678,0.381486227,0.256666667,0,6,1,3,12596.18182,205.8181818,7.454545455,6.181818182,1.090909091
2024-06-26,235410.2564,189.1,52.36363636,0.7,2.627272727,1.927272727,0,0,0,0.362162144,0.851691865,0.004021448,0.671714113,0.082319026,0.220416667,0,6,2,3,9227.636364,151.0909091,5,4.272727273,0.636363636
2024-06-27,243309.5238,231.5727273,22.54545455,0.445454545,2.354545455,1.909090909,0,0,0,0.443243206,0.909081559,0,0.536644458,0.037315823,0.147916667,0,6,3,3,6078.590909,99.63636364,3.136363636,2.727272727,0.363636364
2024-06-28,242666.6667,145.6909091,14.22727273,0.281818182,2.2,1.918181818,0,0,0,0.362162144,0.907847372,0,0.451241672,0.135810378,0.1125,0,6,4,3,3061.245455,50.14545455,1.627272727,1.4,0.2
2024-06-29,240789.4737,715.4181818,113.2090909,0.118181818,1.090909091,0.972727273,0,0,0,0.398198149,0.930268436,0.462466488,0.580860085,0.330076874,0.507916667,0,6,5,3,1552.572727,25.4,0.872727273,0.736363636,0.118181818
2024-06-30,239571.4286,962.5090909,43.92727273,6.063636364,7.681818182,1.618181818,0,0,0,0.360360354,0.867530598,0.060321716,0.916414294,0.649263293,0.8725,51,6,6,3,878.8636364,14.45454545,0.381818182,0.354545455,0.027272727
2024-07-01,244551.7241,445.6181818,30.36363636,3.209090909,5.927272727,2.718181818,0,0,0,0.432432364,0.897356783,0,0.743791641,0.097533632,0.600416667,3,7,0,3,585.9090909,9.636363636,0.254545455,0.236363636,0.018181818
